id,customer_id,status,created_at,updated_at,total_amount
521,198,cancelled,2026-06-05,2027-04-05,1056.22
522,124,completed,2026-06-06,2027-04-06,1023.73
523,90,pending,2026-06-07,2027-04-07,1094.58
524,138,completed,2026-06-08,2027-04-08,1017.81
525,45,cancelled,2026-06-09,2027-04-09,1026.84
526,198,cancelled,2026-06-10,2027-04-10,1017.94
527,124,completed,2026-06-11,2027-04-11,1054.59
528,90,pending,2026-06-12,2027-04-12,1044.41
529,138,completed,2026-06-13,2027-04-13,1030.14
530,45,cancelled,2026-06-14,2027-04-14,1023.8
531,198,cancelled,2026-06-15,2027-04-15,1044.25
532,124,completed,2026-06-16,2027-04-16,1016.12
533,90,pending,2026-06-17,2027-04-17,1008.05
534,138,completed,2026-06-18,2027-04-18,1013.59
535,45,cancelled,2026-06-19,2027-04-19,1004.34
536,198,cancelled,2026-06-20,2027-04-20,1068.56
537,124,completed,2026-06-21,2027-04-21,1060.99
538,90,pending,2026-06-22,2027-04-22,1013.48
539,138,completed,2026-06-23,2027-04-23,1000.79
540,45,cancelled,2026-06-24,2027-04-24,1011.05
541,198,cancelled,2026-06-25,2027-04-25,1030.33
542,124,completed,2026-06-26,2027-04-26,1080.0
543,90,pending,2026-06-27,2027-04-27,1007.97
544,138,completed,2026-06-28,2027-04-28,1032.78
545,45,cancelled,2026-06-29,2027-04-29,1005.95
546,198,cancelled,2026-06-30,2027-04-30,1056.21
547,124,completed,2026-07-01,2027-05-01,1060.64
548,90,pending,2026-07-02,2027-05-02,1035.77
549,138,completed,2026-07-03,2027-05-03,1099.17
550,45,cancelled,2026-07-04,2027-05-04,1055.22
551,198,cancelled,2026-07-05,2027-05-05,1000.75
552,124,completed,2026-07-06,2027-05-06,1092.61
553,90,pending,2026-07-07,2027-05-07,1097.02
554,138,completed,2026-07-08,2027-05-08,1099.85
555,45,cancelled,2026-07-09,2027-05-09,1092.64
556,198,cancelled,2026-07-10,2027-05-10,1000.77
557,124,completed,2026-07-11,2027-05-11,1015.39
558,90,pending,2026-07-12,2027-05-12,1031.39
559,138,completed,2026-07-13,2027-05-13,1043.04
560,45,cancelled,2026-07-14,2027-05-14,1092.68
561,198,cancelled,2026-07-15,2027-05-15,1057.94
562,124,completed,2026-07-16,2027-05-16,1020.12
563,90,pending,2026-07-17,2027-05-17,1033.76
564,138,completed,2026-07-18,2027-05-18,1098.73
565,45,cancelled,2026-07-19,2027-05-19,1024.44
566,198,cancelled,2026-07-20,2027-05-20,1013.54
567,124,completed,2026-07-21,2027-05-21,1007.38
568,90,pending,2026-07-22,2027-05-22,1017.59
569,138,completed,2026-07-23,2027-05-23,1010.24
570,45,cancelled,2026-07-24,2027-05-24,1064.14
571,198,cancelled,2026-07-25,2027-05-25,1097.38
572,124,completed,2026-07-26,2027-05-26,1061.74
573,90,pending,2026-07-27,2027-05-27,1027.49
574,138,completed,2026-07-28,2027-05-28,1065.34
575,45,cancelled,2026-07-29,2027-05-29,1030.75
576,198,cancelled,2026-07-30,2027-05-30,1090.12
577,124,completed,2026-07-31,2027-05-31,1088.5
578,90,pending,2026-08-01,2027-06-01,1072.63
579,138,completed,2026-08-02,2027-06-02,1075.55
580,45,cancelled,2026-08-03,2027-06-03,1097.2
581,198,cancelled,2026-08-04,2027-06-04,1020.22
582,124,completed,2026-08-05,2027-06-05,1084.82
583,90,pending,2026-08-06,2027-06-06,1016.97
584,138,completed,2026-08-07,2027-06-07,1075.31
585,45,cancelled,2026-08-08,2027-06-08,1063.99
586,198,cancelled,2026-08-09,2027-06-09,1042.2
587,124,completed,2026-08-10,2027-06-10,1035.45
588,90,pending,2026-08-11,2027-06-11,1089.06
589,138,completed,2026-08-12,2027-06-12,1042.75
590,45,cancelled,2026-08-13,2027-06-13,1042.52
591,198,cancelled,2026-08-14,2027-06-14,1085.96
592,124,completed,2026-08-15,2027-06-15,1058.72
593,90,pending,2026-08-16,2027-06-16,1021.98
594,138,completed,2026-08-17,2027-06-17,1057.29
595,45,cancelled,2026-08-18,2027-06-18,1054.42
596,198,cancelled,2026-08-19,2027-06-19,1024.71
597,124,completed,2026-08-20,2027-06-20,1057.35
598,90,pending,2026-08-21,2027-06-21,1049.17
599,138,completed,2026-08-22,2027-06-22,1091.27
600,45,cancelled,2026-08-23,2027-06-23,1037.18
601,198,cancelled,2026-08-24,2027-06-24,1057.31
602,124,completed,2026-08-25,2027-06-25,1041.93
603,90,pending,2026-08-26,2027-06-26,1067.42
604,138,completed,2026-08-27,2027-06-27,1003.5
605,45,cancelled,2026-08-28,2027-06-28,1024.49
606,198,cancelled,2026-08-29,2027-06-29,1075.98
607,124,completed,2026-08-30,2027-06-30,1075.65
608,90,pending,2026-08-31,2027-07-01,1035.68
609,138,completed,2026-09-01,2027-07-02,1034.89
610,45,cancelled,2026-09-02,2027-07-03,1092.15
611,198,cancelled,2026-09-03,2027-07-04,1098.46
612,124,completed,2026-09-04,2027-07-05,1043.56
613,90,pending,2026-09-05,2027-07-06,1086.63
614,138,completed,2026-09-06,2027-07-07,1014.09
615,45,cancelled,2026-09-07,2027-07-08,1060.81
616,198,cancelled,2026-09-08,2027-07-09,1007.07
617,124,completed,2026-09-09,2027-07-10,1010.01
618,90,pending,2026-09-10,2027-07-11,1061.75
619,138,completed,2026-09-11,2027-07-12,1024.65
620,45,cancelled,2026-09-12,2027-07-13,1074.69
621,198,cancelled,2026-09-13,2027-07-14,1082.23
622,124,completed,2026-09-14,2027-07-15,1026.28
623,90,pending,2026-09-15,2027-07-16,1026.15
624,138,completed,2026-09-16,2027-07-17,1089.15
625,45,cancelled,2026-09-17,2027-07-18,1051.93
626,198,cancelled,2026-09-18,2027-07-19,1026.29
627,124,completed,2026-09-19,2027-07-20,1053.26
628,90,pending,2026-09-20,2027-07-21,1087.33
629,138,completed,2026-09-21,2027-07-22,1081.91
630,45,cancelled,2026-09-22,2027-07-23,1051.72
631,198,cancelled,2026-09-23,2027-07-24,1075.3
632,124,completed,2026-09-24,2027-07-25,1072.32
633,90,pending,2026-09-25,2027-07-26,1045.64
634,138,completed,2026-09-26,2027-07-27,1040.31
635,45,cancelled,2026-09-27,2027-07-28,1038.65
636,198,cancelled,2026-09-28,2027-07-29,1076.04
637,124,completed,2026-09-29,2027-07-30,1033.15
638,90,pending,2026-09-30,2027-07-31,1090.57
639,138,completed,2026-10-01,2027-08-01,1024.28
640,45,cancelled,2026-10-02,2027-08-02,1077.53
641,198,cancelled,2026-10-03,2027-08-03,1056.77
642,124,completed,2026-10-04,2027-08-04,1056.46
643,90,pending,2026-10-05,2027-08-05,1044.95
644,138,completed,2026-10-06,2027-08-06,1024.77
645,45,cancelled,2026-10-07,2027-08-07,1004.15
646,198,cancelled,2026-10-08,2027-08-08,1014.97
647,124,completed,2026-10-09,2027-08-09,1047.02
648,90,pending,2026-10-10,2027-08-10,1079.24
649,138,completed,2026-10-11,2027-08-11,1010.95
650,45,cancelled,2026-10-12,2027-08-12,1056.83
651,198,cancelled,2026-10-13,2027-08-13,1036.89
652,124,completed,2026-10-14,2027-08-14,1051.53
653,90,pending,2026-10-15,2027-08-15,1065.56
654,138,completed,2026-10-16,2027-08-16,1001.55
655,45,cancelled,2026-10-17,2027-08-17,1053.67
656,198,cancelled,2026-10-18,2027-08-18,1020.43
657,124,completed,2026-10-19,2027-08-19,1057.8
658,90,pending,2026-10-20,2027-08-20,1015.48
659,138,completed,2026-10-21,2027-08-21,1052.39
660,45,cancelled,2026-10-22,2027-08-22,1062.54
661,198,cancelled,2026-10-23,2027-08-23,1019.37
662,124,completed,2026-10-24,2027-08-24,1067.92
663,90,pending,2026-10-25,2027-08-25,1005.6
664,138,completed,2026-10-26,2027-08-26,1048.76
665,45,cancelled,2026-10-27,2027-08-27,1029.99
666,198,cancelled,2026-10-28,2027-08-28,1006.9
667,124,completed,2026-10-29,2027-08-29,1020.26
668,90,pending,2026-10-30,2027-08-30,1004.97
669,138,completed,2026-10-31,2027-08-31,1007.81
670,45,cancelled,2026-11-01,2027-09-01,1060.94
671,198,cancelled,2026-11-02,2027-09-02,1005.83
672,124,completed,2026-11-03,2027-09-03,1059.2
673,90,pending,2026-11-04,2027-09-04,1031.64
674,138,completed,2026-11-05,2027-09-05,1089.6
675,45,cancelled,2026-11-06,2027-09-06,1062.01
676,198,cancelled,2026-11-07,2027-09-07,1094.99
677,124,completed,2026-11-08,2027-09-08,1028.97
678,90,pending,2026-11-09,2027-09-09,1009.83
679,138,completed,2026-11-10,2027-09-10,1077.52
680,45,cancelled,2026-11-11,2027-09-11,1033.87
681,198,cancelled,2026-11-12,2027-09-12,1095.85
682,124,completed,2026-11-13,2027-09-13,1020.53
683,90,pending,2026-11-14,2027-09-14,1009.97
684,138,completed,2026-11-15,2027-09-15,1085.37
685,45,cancelled,2026-11-16,2027-09-16,1010.05
686,198,cancelled,2026-11-17,2027-09-17,1079.27
687,124,completed,2026-11-18,2027-09-18,1025.15
688,90,pending,2026-11-19,2027-09-19,1022.41
689,138,completed,2026-11-20,2027-09-20,1008.74
690,45,cancelled,2026-11-21,2027-09-21,1069.04
691,198,cancelled,2026-11-22,2027-09-22,1023.26
692,124,completed,2026-11-23,2027-09-23,1050.3
693,90,pending,2026-11-24,2027-09-24,1096.14
694,138,completed,2026-11-25,2027-09-25,1055.32
695,45,cancelled,2026-11-26,2027-09-26,1037.79
696,198,cancelled,2026-11-27,2027-09-27,1070.02
697,124,completed,2026-11-28,2027-09-28,1049.15
698,90,pending,2026-11-29,2027-09-29,1033.83
699,138,completed,2026-11-30,2027-09-30,1072.84
700,45,cancelled,2026-12-01,2027-10-01,1017.36
701,198,cancelled,2026-12-02,2027-10-02,1080.11
702,124,completed,2026-12-03,2027-10-03,1082.39
703,90,pending,2026-12-04,2027-10-04,1054.62
704,138,completed,2026-12-05,2027-10-05,1084.31
705,45,cancelled,2026-12-06,2027-10-06,1064.07
706,198,cancelled,2026-12-07,2027-10-07,1037.31
707,124,completed,2026-12-08,2027-10-08,1047.71
708,90,pending,2026-12-09,2027-10-09,1019.74
709,138,completed,2026-12-10,2027-10-10,1073.26
710,45,cancelled,2026-12-11,2027-10-11,1094.27
711,198,cancelled,2026-12-12,2027-10-12,1086.72
712,124,completed,2026-12-13,2027-10-13,1043.49
713,90,pending,2026-12-14,2027-10-14,1072.14
714,138,completed,2026-12-15,2027-10-15,1024.53
715,45,cancelled,2026-12-16,2027-10-16,1056.0
716,198,cancelled,2026-12-17,2027-10-17,1082.27
717,124,completed,2026-12-18,2027-10-18,1079.67
718,90,pending,2026-12-19,2027-10-19,1079.1
719,138,completed,2026-12-20,2027-10-20,1044.8
720,45,cancelled,2026-12-21,2027-10-21,1041.36
721,198,cancelled,2026-12-22,2027-10-22,1071.9
722,124,completed,2026-12-23,2027-10-23,1028.88
723,90,pending,2026-12-24,2027-10-24,1010.4
724,138,completed,2026-12-25,2027-10-25,1086.75
725,45,cancelled,2026-12-26,2027-10-26,1083.11
726,198,cancelled,2026-12-27,2027-10-27,1092.53
727,124,completed,2026-12-28,2027-10-28,1052.31
728,90,pending,2026-12-29,2027-10-29,1071.14
729,138,completed,2026-12-30,2027-10-30,1020.08
730,45,cancelled,2026-12-31,2027-10-31,1004.45
731,198,cancelled,2027-01-01,2027-11-01,1071.24
732,124,completed,2027-01-02,2027-11-02,1030.41
733,90,pending,2027-01-03,2027-11-03,1007.17
734,138,completed,2027-01-04,2027-11-04,1075.24
735,45,cancelled,2027-01-05,2027-11-05,1029.53
736,198,cancelled,2027-01-06,2027-11-06,1070.6
737,124,completed,2027-01-07,2027-11-07,1048.26
738,90,pending,2027-01-08,2027-11-08,1079.37
739,138,completed,2027-01-09,2027-11-09,1025.21
740,45,cancelled,2027-01-10,2027-11-10,1026.81
741,198,cancelled,2027-01-11,2027-11-11,1083.24
742,124,completed,2027-01-12,2027-11-12,1036.17
743,90,pending,2027-01-13,2027-11-13,1079.77
744,138,completed,2027-01-14,2027-11-14,1020.91
745,45,cancelled,2027-01-15,2027-11-15,1092.42
746,198,cancelled,2027-01-16,2027-11-16,1014.72
747,124,completed,2027-01-17,2027-11-17,1019.35
748,90,pending,2027-01-18,2027-11-18,1074.43
749,138,completed,2027-01-19,2027-11-19,1054.94
750,45,cancelled,2027-01-20,2027-11-20,1040.14
751,198,cancelled,2027-01-21,2027-11-21,1035.86
752,124,completed,2027-01-22,2027-11-22,1001.46
753,90,pending,2027-01-23,2027-11-23,1068.63
754,138,completed,2027-01-24,2027-11-24,1090.01
755,45,cancelled,2027-01-25,2027-11-25,1075.24
756,198,cancelled,2027-01-26,2027-11-26,1033.29
757,124,completed,2027-01-27,2027-11-27,1069.41
758,90,pending,2027-01-28,2027-11-28,1036.64
759,138,completed,2027-01-29,2027-11-29,1051.2
760,45,cancelled,2027-01-30,2027-11-30,1000.06
761,198,cancelled,2027-01-31,2027-12-01,1023.57
762,124,completed,2027-02-01,2027-12-02,1010.76
763,90,pending,2027-02-02,2027-12-03,1006.01
764,138,completed,2027-02-03,2027-12-04,1056.82
765,45,cancelled,2027-02-04,2027-12-05,1040.53
766,198,cancelled,2027-02-05,2027-12-06,1080.2
767,124,completed,2027-02-06,2027-12-07,1070.01
768,90,pending,2027-02-07,2027-12-08,1026.84
769,138,completed,2027-02-08,2027-12-09,1073.94
770,45,cancelled,2027-02-09,2027-12-10,1064.45
771,198,cancelled,2027-02-10,2027-12-11,1053.28
772,124,completed,2027-02-11,2027-12-12,1065.33
773,90,pending,2027-02-12,2027-12-13,1007.07
774,138,completed,2027-02-13,2027-12-14,1078.14
775,45,cancelled,2027-02-14,2027-12-15,1094.82
776,198,cancelled,2027-02-15,2027-12-16,1043.95
777,124,completed,2027-02-16,2027-12-17,1066.51
778,90,pending,2027-02-17,2027-12-18,1044.22
779,138,completed,2027-02-18,2027-12-19,1093.91
780,45,cancelled,2027-02-19,2027-12-20,1051.53
781,198,cancelled,2027-02-20,2027-12-21,1051.1
782,124,completed,2027-02-21,2027-12-22,1011.52
783,90,pending,2027-02-22,2027-12-23,1043.72
784,138,completed,2027-02-23,2027-12-24,1095.72
785,45,cancelled,2027-02-24,2027-12-25,1067.56
786,198,cancelled,2027-02-25,2027-12-26,1084.23
787,124,completed,2027-02-26,2027-12-27,1029.5
788,90,pending,2027-02-27,2027-12-28,1036.01
789,138,completed,2027-02-28,2027-12-29,1033.09
790,45,cancelled,2027-03-01,2027-12-30,1076.89
791,198,cancelled,2027-03-02,2027-12-31,1067.13
792,124,completed,2027-03-03,2028-01-01,1076.47
793,90,pending,2027-03-04,2028-01-02,1034.41
794,138,completed,2027-03-05,2028-01-03,1069.93
795,45,cancelled,2027-03-06,2028-01-04,1093.63
796,198,cancelled,2027-03-07,2028-01-05,1085.08
797,124,completed,2027-03-08,2028-01-06,1015.7
798,90,pending,2027-03-09,2028-01-07,1063.54
799,138,completed,2027-03-10,2028-01-08,1059.49
800,45,cancelled,2027-03-11,2028-01-09,1034.23
801,198,cancelled,2027-03-12,2028-01-10,1053.53
802,124,completed,2027-03-13,2028-01-11,1073.37
803,90,pending,2027-03-14,2028-01-12,1030.34
804,138,completed,2027-03-15,2028-01-13,1030.39
805,45,cancelled,2027-03-16,2028-01-14,1049.17
806,198,cancelled,2027-03-17,2028-01-15,1018.75
807,124,completed,2027-03-18,2028-01-16,1009.52
808,90,pending,2027-03-19,2028-01-17,1072.56
809,138,completed,2027-03-20,2028-01-18,1017.07
810,45,cancelled,2027-03-21,2028-01-19,1062.38
811,198,cancelled,2027-03-22,2028-01-20,1008.2
812,124,completed,2027-03-23,2028-01-21,1013.12
813,90,pending,2027-03-24,2028-01-22,1054.64
814,138,completed,2027-03-25,2028-01-23,1078.14
815,45,cancelled,2027-03-26,2028-01-24,1078.39
816,198,cancelled,2027-03-27,2028-01-25,1021.1
817,124,completed,2027-03-28,2028-01-26,1030.87
818,90,pending,2027-03-29,2028-01-27,1080.64
819,138,completed,2027-03-30,2028-01-28,1048.46
820,45,cancelled,2027-03-31,2028-01-29,1025.74
821,198,cancelled,2027-04-01,2028-01-30,1001.67
822,124,completed,2027-04-02,2028-01-31,1073.34
823,90,pending,2027-04-03,2028-02-01,1085.12
824,138,completed,2027-04-04,2028-02-02,1003.84
825,45,cancelled,2027-04-05,2028-02-03,1020.03
826,198,cancelled,2027-04-06,2028-02-04,1021.99
827,124,completed,2027-04-07,2028-02-05,1031.39
828,90,pending,2027-04-08,2028-02-06,1047.17
829,138,completed,2027-04-09,2028-02-07,1085.47
830,45,cancelled,2027-04-10,2028-02-08,1047.48
831,198,cancelled,2027-04-11,2028-02-09,1099.63
832,124,completed,2027-04-12,2028-02-10,1058.31
833,90,pending,2027-04-13,2028-02-11,1095.66
834,138,completed,2027-04-14,2028-02-12,1047.3
835,45,cancelled,2027-04-15,2028-02-13,1074.15
836,198,cancelled,2027-04-16,2028-02-14,1017.79
837,124,completed,2027-04-17,2028-02-15,1045.31
838,90,pending,2027-04-18,2028-02-16,1040.43
839,138,completed,2027-04-19,2028-02-17,1053.61
840,45,cancelled,2027-04-20,2028-02-18,1077.1
841,198,cancelled,2027-04-21,2028-02-19,1020.19
842,124,completed,2027-04-22,2028-02-20,1084.86
843,90,pending,2027-04-23,2028-02-21,1043.2
844,138,completed,2027-04-24,2028-02-22,1097.45
845,45,cancelled,2027-04-25,2028-02-23,1048.39
846,198,cancelled,2027-04-26,2028-02-24,1040.84
847,124,completed,2027-04-27,2028-02-25,1002.96
848,90,pending,2027-04-28,2028-02-26,1022.81
849,138,completed,2027-04-29,2028-02-27,1038.87
850,45,cancelled,2027-04-30,2028-02-28,1052.45
851,198,cancelled,2027-05-01,2028-02-29,1006.48
852,124,completed,2027-05-02,2028-03-01,1021.49
853,90,pending,2027-05-03,2028-03-02,1055.55
854,138,completed,2027-05-04,2028-03-03,1081.92
855,45,cancelled,2027-05-05,2028-03-04,1001.16
856,198,cancelled,2027-05-06,2028-03-05,1092.34
857,124,completed,2027-05-07,2028-03-06,1024.09
858,90,pending,2027-05-08,2028-03-07,1041.17
859,138,completed,2027-05-09,2028-03-08,1056.72
860,45,cancelled,2027-05-10,2028-03-09,1085.4
861,198,cancelled,2027-05-11,2028-03-10,1067.08
862,124,completed,2027-05-12,2028-03-11,1045.2
863,90,pending,2027-05-13,2028-03-12,1043.75
864,138,completed,2027-05-14,2028-03-13,1027.13
865,45,cancelled,2027-05-15,2028-03-14,1005.63
866,198,cancelled,2027-05-16,2028-03-15,1036.74
867,124,completed,2027-05-17,2028-03-16,1066.93
868,90,pending,2027-05-18,2028-03-17,1050.42
869,138,completed,2027-05-19,2028-03-18,1085.76
870,45,cancelled,2027-05-20,2028-03-19,1031.34
871,198,cancelled,2027-05-21,2028-03-20,1095.38
872,124,completed,2027-05-22,2028-03-21,1071.27
873,90,pending,2027-05-23,2028-03-22,1022.14
874,138,completed,2027-05-24,2028-03-23,1035.85
875,45,cancelled,2027-05-25,2028-03-24,1006.9
876,198,cancelled,2027-05-26,2028-03-25,1066.4
877,124,completed,2027-05-27,2028-03-26,1097.26
878,90,pending,2027-05-28,2028-03-27,1095.92
879,138,completed,2027-05-29,2028-03-28,1069.62
880,45,cancelled,2027-05-30,2028-03-29,1010.89
881,198,cancelled,2027-05-31,2028-03-30,1051.77
882,124,completed,2027-06-01,2028-03-31,1002.48
883,90,pending,2027-06-02,2028-04-01,1077.81
884,138,completed,2027-06-03,2028-04-02,1040.67
885,45,cancelled,2027-06-04,2028-04-03,1042.28
886,198,cancelled,2027-06-05,2028-04-04,1085.01
887,124,completed,2027-06-06,2028-04-05,1026.93
888,90,pending,2027-06-07,2028-04-06,1007.4
889,138,completed,2027-06-08,2028-04-07,1021.92
890,45,cancelled,2027-06-09,2028-04-08,1087.56
891,198,cancelled,2027-06-10,2028-04-09,1031.12
892,124,completed,2027-06-11,2028-04-10,1024.29
893,90,pending,2027-06-12,2028-04-11,1049.52
894,138,completed,2027-06-13,2028-04-12,1078.59
895,45,cancelled,2027-06-14,2028-04-13,1043.34
896,198,cancelled,2027-06-15,2028-04-14,1061.91
897,124,completed,2027-06-16,2028-04-15,1049.55
898,90,pending,2027-06-17,2028-04-16,1010.53
899,138,completed,2027-06-18,2028-04-17,1021.98
900,45,cancelled,2027-06-19,2028-04-18,1088.3
901,198,cancelled,2027-06-20,2028-04-19,1056.71
902,124,completed,2027-06-21,2028-04-20,1058.57
903,90,pending,2027-06-22,2028-04-21,1022.1
904,138,completed,2027-06-23,2028-04-22,1049.6
905,45,cancelled,2027-06-24,2028-04-23,1034.03
906,198,cancelled,2027-06-25,2028-04-24,1083.73
907,124,completed,2027-06-26,2028-04-25,1027.59
908,90,pending,2027-06-27,2028-04-26,1078.76
909,138,completed,2027-06-28,2028-04-27,1037.85
910,45,cancelled,2027-06-29,2028-04-28,1000.01
911,198,cancelled,2027-06-30,2028-04-29,1078.92
912,124,completed,2027-07-01,2028-04-30,1009.48
913,90,pending,2027-07-02,2028-05-01,1051.23
914,138,completed,2027-07-03,2028-05-02,1004.6
915,45,cancelled,2027-07-04,2028-05-03,1066.49
916,198,cancelled,2027-07-05,2028-05-04,1026.94
917,124,completed,2027-07-06,2028-05-05,1035.57
918,90,pending,2027-07-07,2028-05-06,1018.98
919,138,completed,2027-07-08,2028-05-07,1004.0
920,45,cancelled,2027-07-09,2028-05-08,1009.2
921,198,cancelled,2027-07-10,2028-05-09,1087.61
922,124,completed,2027-07-11,2028-05-10,1051.57
923,90,pending,2027-07-12,2028-05-11,1060.1
924,138,completed,2027-07-13,2028-05-12,1029.52
925,45,cancelled,2027-07-14,2028-05-13,1016.23
926,198,cancelled,2027-07-15,2028-05-14,1032.0
927,124,completed,2027-07-16,2028-05-15,1097.12
928,90,pending,2027-07-17,2028-05-16,1075.08
929,138,completed,2027-07-18,2028-05-17,1059.48
930,45,cancelled,2027-07-19,2028-05-18,1067.99
931,198,cancelled,2027-07-20,2028-05-19,1015.16
932,124,completed,2027-07-21,2028-05-20,1016.68
933,90,pending,2027-07-22,2028-05-21,1059.61
934,138,completed,2027-07-23,2028-05-22,1068.25
935,45,cancelled,2027-07-24,2028-05-23,1010.51
936,198,cancelled,2027-07-25,2028-05-24,1037.15
937,124,completed,2027-07-26,2028-05-25,1063.88
938,90,pending,2027-07-27,2028-05-26,1015.36
939,138,completed,2027-07-28,2028-05-27,1057.02
940,45,cancelled,2027-07-29,2028-05-28,1021.91
941,198,cancelled,2027-07-30,2028-05-29,1068.99
942,124,completed,2027-07-31,2028-05-30,1087.52
943,90,pending,2027-08-01,2028-05-31,1096.82
944,138,completed,2027-08-02,2028-06-01,1064.67
945,45,cancelled,2027-08-03,2028-06-02,1080.0
946,198,cancelled,2027-08-04,2028-06-03,1062.16
947,124,completed,2027-08-05,2028-06-04,1046.63
948,90,pending,2027-08-06,2028-06-05,1017.06
949,138,completed,2027-08-07,2028-06-06,1058.99
950,45,cancelled,2027-08-08,2028-06-07,1090.84
951,198,cancelled,2027-08-09,2028-06-08,1015.88
952,124,completed,2027-08-10,2028-06-09,1057.72
953,90,pending,2027-08-11,2028-06-10,1034.09
954,138,completed,2027-08-12,2028-06-11,1062.36
955,45,cancelled,2027-08-13,2028-06-12,1087.38
956,198,cancelled,2027-08-14,2028-06-13,1072.87
957,124,completed,2027-08-15,2028-06-14,1060.06
958,90,pending,2027-08-16,2028-06-15,1053.36
959,138,completed,2027-08-17,2028-06-16,1061.56
960,45,cancelled,2027-08-18,2028-06-17,1071.82
961,198,cancelled,2027-08-19,2028-06-18,1094.46
962,124,completed,2027-08-20,2028-06-19,1012.55
963,90,pending,2027-08-21,2028-06-20,1052.06
964,138,completed,2027-08-22,2028-06-21,1074.07
965,45,cancelled,2027-08-23,2028-06-22,1016.15
966,198,cancelled,2027-08-24,2028-06-23,1097.14
967,124,completed,2027-08-25,2028-06-24,1041.49
968,90,pending,2027-08-26,2028-06-25,1092.56
969,138,completed,2027-08-27,2028-06-26,1012.96
970,45,cancelled,2027-08-28,2028-06-27,1010.01
971,198,cancelled,2027-08-29,2028-06-28,1086.62
972,124,completed,2027-08-30,2028-06-29,1026.61
973,90,pending,2027-08-31,2028-06-30,1043.86
974,138,completed,2027-09-01,2028-07-01,1066.9
975,45,cancelled,2027-09-02,2028-07-02,1011.45
976,198,cancelled,2027-09-03,2028-07-03,1004.93
977,124,completed,2027-09-04,2028-07-04,1082.34
978,90,pending,2027-09-05,2028-07-05,1037.25
979,138,completed,2027-09-06,2028-07-06,1050.04
980,45,cancelled,2027-09-07,2028-07-07,1076.89
981,198,cancelled,2027-09-08,2028-07-08,1054.48
982,124,completed,2027-09-09,2028-07-09,1044.18
983,90,pending,2027-09-10,2028-07-10,1073.58
984,138,completed,2027-09-11,2028-07-11,1007.84
985,45,cancelled,2027-09-12,2028-07-12,1064.57
986,198,cancelled,2027-09-13,2028-07-13,1094.07
987,124,completed,2027-09-14,2028-07-14,1069.24
988,90,pending,2027-09-15,2028-07-15,1008.41
989,138,completed,2027-09-16,2028-07-16,1090.03
990,45,cancelled,2027-09-17,2028-07-17,1098.04
991,198,cancelled,2027-09-18,2028-07-18,1051.83
992,124,completed,2027-09-19,2028-07-19,1088.04
993,90,pending,2027-09-20,2028-07-20,1077.41
994,138,completed,2027-09-21,2028-07-21,1022.52
995,45,cancelled,2027-09-22,2028-07-22,1071.87
996,198,cancelled,2027-09-23,2028-07-23,1068.16
997,124,completed,2027-09-24,2028-07-24,1057.04
998,90,pending,2027-09-25,2028-07-25,1005.14
999,138,completed,2027-09-26,2028-07-26,1014.7
1000,45,cancelled,2027-09-27,2028-07-27,1098.32
1001,198,cancelled,2027-09-28,2028-07-28,1044.06
1002,124,completed,2027-09-29,2028-07-29,1096.02
1003,90,pending,2027-09-30,2028-07-30,1032.19
1004,138,completed,2027-10-01,2028-07-31,1034.97
1005,45,cancelled,2027-10-02,2028-08-01,1020.26
1006,198,cancelled,2027-10-03,2028-08-02,1003.17
1007,124,completed,2027-10-04,2028-08-03,1069.56
1008,90,pending,2027-10-05,2028-08-04,1046.4
1009,138,completed,2027-10-06,2028-08-05,1044.07
1010,45,cancelled,2027-10-07,2028-08-06,1047.7
1011,198,cancelled,2027-10-08,2028-08-07,1089.52
1012,124,completed,2027-10-09,2028-08-08,1092.24
1013,90,pending,2027-10-10,2028-08-09,1009.83
1014,138,completed,2027-10-11,2028-08-10,1017.89
1015,45,cancelled,2027-10-12,2028-08-11,1079.41
1016,198,cancelled,2027-10-13,2028-08-12,1091.59
1017,124,completed,2027-10-14,2028-08-13,1095.44
1018,90,pending,2027-10-15,2028-08-14,1026.07
1019,138,completed,2027-10-16,2028-08-15,1045.94
1020,45,cancelled,2027-10-17,2028-08-16,1030.77
1021,198,cancelled,2027-10-18,2028-08-17,1001.96
1022,124,completed,2027-10-19,2028-08-18,1030.71
1023,90,pending,2027-10-20,2028-08-19,1073.09
1024,138,completed,2027-10-21,2028-08-20,1018.19
1025,45,cancelled,2027-10-22,2028-08-21,1008.02
1026,198,cancelled,2027-10-23,2028-08-22,1035.84
1027,124,completed,2027-10-24,2028-08-23,1095.17
1028,90,pending,2027-10-25,2028-08-24,1080.14
1029,138,completed,2027-10-26,2028-08-25,1033.12
1030,45,cancelled,2027-10-27,2028-08-26,1098.77
1031,198,cancelled,2027-10-28,2028-08-27,1074.99
1032,124,completed,2027-10-29,2028-08-28,1038.14
1033,90,pending,2027-10-30,2028-08-29,1076.18
1034,138,completed,2027-10-31,2028-08-30,1050.41
1035,45,cancelled,2027-11-01,2028-08-31,1033.14
1036,198,cancelled,2027-11-02,2028-09-01,1019.81
1037,124,completed,2027-11-03,2028-09-02,1079.79
1038,90,pending,2027-11-04,2028-09-03,1062.48
1039,138,completed,2027-11-05,2028-09-04,1033.44
1040,45,cancelled,2027-11-06,2028-09-05,1049.16
