order_id,product_id,quantity,price,created_at
890,184,8,398.66,2025-09-17 19:07:37.459446
890,15,1,423.04,2025-09-17 19:07:37.459446
890,209,4,61.56,2025-09-17 19:07:37.459446
891,8,2,430.67,2025-10-16 19:07:37.459479
891,224,3,472.48,2025-10-16 19:07:37.459479
892,490,4,443.67,2025-08-09 19:07:37.459512
892,108,2,419.3,2025-08-09 19:07:37.459512
893,468,8,39.28,2025-08-31 19:07:37.459545
893,216,7,23.09,2025-08-31 19:07:37.459545
893,26,9,240.31,2025-08-31 19:07:37.459545
894,327,1,43.9,2025-10-24 19:07:37.459578
894,372,2,496.7,2025-10-24 19:07:37.459578
894,409,5,203.59,2025-10-24 19:07:37.459578
894,339,4,498.19,2025-10-24 19:07:37.459578
895,282,1,26.97,2025-08-23 19:07:37.459611
895,103,8,340.0,2025-08-23 19:07:37.459611
896,423,9,48.38,2025-09-11 19:07:37.459644
896,45,4,73.07,2025-09-11 19:07:37.459644
896,270,7,25.84,2025-09-11 19:07:37.459644
897,15,5,423.04,2025-09-08 19:07:37.459686
898,127,5,455.91,2025-08-26 19:07:37.459721
898,340,8,204.61,2025-08-26 19:07:37.459721
899,111,5,190.26,2025-11-01 19:07:37.459754
899,185,9,408.21,2025-11-01 19:07:37.459754
899,147,6,312.3,2025-11-01 19:07:37.459754
899,6,4,264.76,2025-11-01 19:07:37.459754
900,349,3,52.15,2025-10-04 19:07:37.459787
900,385,7,8.74,2025-10-04 19:07:37.459787
900,271,5,195.24,2025-10-04 19:07:37.459787
901,58,7,178.29,2025-08-05 19:07:37.459821
901,209,8,61.56,2025-08-05 19:07:37.459821
902,39,3,45.02,2025-08-31 19:07:37.459872
902,414,3,184.66,2025-08-31 19:07:37.459872
902,250,9,72.73,2025-08-31 19:07:37.459872
903,434,4,77.46,2025-09-10 19:07:37.459909
904,14,3,166.64,2025-08-22 19:07:37.459946
904,156,7,460.83,2025-08-22 19:07:37.459946
905,351,5,69.78,2025-09-06 19:07:37.459982
905,163,2,120.44,2025-09-06 19:07:37.459982
905,495,4,301.69,2025-09-06 19:07:37.459982
906,63,4,42.3,2025-09-30 19:07:37.460019
906,91,8,471.03,2025-09-30 19:07:37.460019
907,157,5,404.07,2025-08-19 19:07:37.460056
907,365,6,366.76,2025-08-19 19:07:37.460056
907,328,1,285.93,2025-08-19 19:07:37.460056
907,69,4,45.39,2025-08-19 19:07:37.460056
908,4,2,362.39,2025-10-12 19:07:37.460100
908,298,1,481.68,2025-10-12 19:07:37.460100
908,30,6,97.35,2025-10-12 19:07:37.460100
908,183,5,362.19,2025-10-12 19:07:37.460100
909,111,8,190.26,2025-11-02 19:07:37.460138
909,201,2,309.4,2025-11-02 19:07:37.460138
909,283,4,167.88,2025-11-02 19:07:37.460138
909,155,9,50.68,2025-11-02 19:07:37.460138
910,243,6,201.34,2025-09-01 19:07:37.460171
911,259,5,300.15,2025-10-13 19:07:37.460223
911,355,6,369.52,2025-10-13 19:07:37.460223
911,476,5,281.12,2025-10-13 19:07:37.460223
912,217,3,388.89,2025-10-12 19:07:37.460259
912,86,8,474.83,2025-10-12 19:07:37.460259
913,320,6,158.63,2025-08-15 19:07:37.460295
913,414,2,184.66,2025-08-15 19:07:37.460295
913,480,7,380.3,2025-08-15 19:07:37.460295
914,161,9,268.65,2025-09-17 19:07:37.460341
914,420,8,132.24,2025-09-17 19:07:37.460341
914,95,7,134.04,2025-09-17 19:07:37.460341
914,46,7,132.68,2025-09-17 19:07:37.460341
915,288,1,177.17,2025-08-05 19:07:37.460374
915,164,2,180.78,2025-08-05 19:07:37.460374
916,490,7,443.67,2025-09-26 19:07:37.460407
916,248,6,42.59,2025-09-26 19:07:37.460407
916,1,9,190.4,2025-09-26 19:07:37.460407
916,294,1,280.31,2025-09-26 19:07:37.460407
917,32,8,431.06,2025-09-19 19:07:37.460440
918,296,8,133.6,2025-10-20 19:07:37.460473
918,191,8,315.72,2025-10-20 19:07:37.460473
919,111,7,190.26,2025-10-19 19:07:37.460506
919,359,4,65.44,2025-10-19 19:07:37.460506
920,252,2,331.1,2025-10-07 19:07:37.460538
921,313,3,283.56,2025-10-03 19:07:37.460572
921,238,2,129.11,2025-10-03 19:07:37.460572
921,93,4,54.89,2025-10-03 19:07:37.460572
922,50,1,322.81,2025-08-26 19:07:37.460605
923,155,5,50.68,2025-10-11 19:07:37.460638
923,233,5,112.92,2025-10-11 19:07:37.460638
924,251,9,437.11,2025-09-17 19:07:37.460670
924,430,6,204.48,2025-09-17 19:07:37.460670
924,51,4,336.15,2025-09-17 19:07:37.460670
924,52,1,486.96,2025-09-17 19:07:37.460670
925,131,1,419.97,2025-10-14 19:07:37.460715
925,205,9,467.51,2025-10-14 19:07:37.460715
925,219,1,139.02,2025-10-14 19:07:37.460715
926,145,2,475.01,2025-09-05 19:07:37.460748
927,14,6,166.64,2025-10-16 19:07:37.460781
927,187,1,228.71,2025-10-16 19:07:37.460781
928,354,8,128.11,2025-10-20 19:07:37.460816
928,89,2,18.12,2025-10-20 19:07:37.460816
928,418,9,463.95,2025-10-20 19:07:37.460816
929,84,5,239.72,2025-09-20 19:07:37.460849
929,477,9,138.32,2025-09-20 19:07:37.460849
930,378,9,122.58,2025-10-15 19:07:37.460883
930,393,7,459.29,2025-10-15 19:07:37.460883
931,236,9,327.45,2025-09-29 19:07:37.460917
931,37,5,488.42,2025-09-29 19:07:37.460917
932,152,4,175.82,2025-10-15 19:07:37.460950
932,137,7,182.29,2025-10-15 19:07:37.460950
932,359,3,65.44,2025-10-15 19:07:37.460950
932,148,7,174.07,2025-10-15 19:07:37.460950
933,283,5,167.88,2025-10-02 19:07:37.460983
933,300,3,38.58,2025-10-02 19:07:37.460983
933,113,7,281.41,2025-10-02 19:07:37.460983
934,330,7,468.43,2025-10-17 19:07:37.461017
934,399,2,335.44,2025-10-17 19:07:37.461017
935,132,2,42.3,2025-09-14 19:07:37.461050
936,407,1,56.53,2025-10-02 19:07:37.461083
936,98,2,495.3,2025-10-02 19:07:37.461083
936,356,3,422.86,2025-10-02 19:07:37.461083
936,145,2,475.01,2025-10-02 19:07:37.461083
937,331,9,355.98,2025-08-25 19:07:37.461115
937,205,1,467.51,2025-08-25 19:07:37.461115
937,377,7,283.9,2025-08-25 19:07:37.461115
937,450,2,479.99,2025-08-25 19:07:37.461115
938,93,5,54.89,2025-09-27 19:07:37.461156
939,204,3,327.43,2025-08-27 19:07:37.461190
939,84,4,239.72,2025-08-27 19:07:37.461190
939,274,5,495.63,2025-08-27 19:07:37.461190
939,447,5,71.23,2025-08-27 19:07:37.461190
940,283,1,167.88,2025-08-15 19:07:37.461222
941,11,2,22.02,2025-10-30 19:07:37.461256
941,487,4,374.14,2025-10-30 19:07:37.461256
942,181,5,416.16,2025-10-06 19:07:37.461289
942,469,2,149.95,2025-10-06 19:07:37.461289
942,21,3,188.56,2025-10-06 19:07:37.461289
943,333,2,276.06,2025-08-29 19:07:37.461322
943,116,9,293.77,2025-08-29 19:07:37.461322
943,440,3,378.36,2025-08-29 19:07:37.461322
943,305,1,343.23,2025-08-29 19:07:37.461322
944,339,4,498.19,2025-10-26 19:07:37.461354
944,257,8,62.06,2025-10-26 19:07:37.461354
945,21,6,188.56,2025-09-21 19:07:37.461387
946,50,7,322.81,2025-09-19 19:07:37.461420
946,304,7,411.65,2025-09-19 19:07:37.461420
946,416,1,319.31,2025-09-19 19:07:37.461420
947,364,4,76.05,2025-09-07 19:07:37.461453
947,245,1,421.56,2025-09-07 19:07:37.461453
947,353,7,227.14,2025-09-07 19:07:37.461453
947,201,1,309.4,2025-09-07 19:07:37.461453
948,146,6,248.6,2025-10-16 19:07:37.461486
948,127,6,455.91,2025-10-16 19:07:37.461486
948,66,9,495.08,2025-10-16 19:07:37.461486
948,452,7,165.71,2025-10-16 19:07:37.461486
949,363,3,263.26,2025-09-25 19:07:37.461519
949,328,7,285.93,2025-09-25 19:07:37.461519
950,80,3,95.52,2025-09-21 19:07:37.461552
951,274,1,495.63,2025-10-11 19:07:37.461585
952,325,2,282.03,2025-10-28 19:07:37.461618
952,304,3,411.65,2025-10-28 19:07:37.461618
952,392,5,96.37,2025-10-28 19:07:37.461618
953,176,5,147.87,2025-10-30 19:07:37.461651
953,410,6,39.36,2025-10-30 19:07:37.461651
953,364,7,76.05,2025-10-30 19:07:37.461651
953,318,9,305.62,2025-10-30 19:07:37.461651
954,276,9,97.29,2025-10-28 19:07:37.461694
955,152,1,175.82,2025-10-16 19:07:37.461729
956,444,9,265.89,2025-08-22 19:07:37.461762
956,365,1,366.76,2025-08-22 19:07:37.461762
956,145,4,475.01,2025-08-22 19:07:37.461762
956,14,3,166.64,2025-08-22 19:07:37.461762
957,315,3,267.53,2025-09-01 19:07:37.461796
957,353,2,227.14,2025-09-01 19:07:37.461796
957,474,4,424.02,2025-09-01 19:07:37.461796
958,465,8,15.37,2025-10-23 19:07:37.461830
959,174,8,385.9,2025-10-30 19:07:37.461887
959,93,4,54.89,2025-10-30 19:07:37.461887
959,422,3,155.05,2025-10-30 19:07:37.461887
960,285,8,29.15,2025-09-23 19:07:37.461930
960,484,3,330.49,2025-09-23 19:07:37.461930
960,372,6,496.7,2025-09-23 19:07:37.461930
961,279,7,81.18,2025-08-25 19:07:37.461964
961,302,4,486.88,2025-08-25 19:07:37.461964
961,264,7,15.53,2025-08-25 19:07:37.461964
962,205,8,467.51,2025-08-30 19:07:37.461998
962,249,5,297.16,2025-08-30 19:07:37.461998
963,500,4,368.14,2025-10-23 19:07:37.462032
963,317,4,233.74,2025-10-23 19:07:37.462032
963,166,4,218.67,2025-10-23 19:07:37.462032
964,87,7,314.8,2025-09-04 19:07:37.462065
964,85,5,176.42,2025-09-04 19:07:37.462065
964,303,8,299.23,2025-09-04 19:07:37.462065
964,455,7,131.06,2025-09-04 19:07:37.462065
965,167,7,184.73,2025-10-20 19:07:37.462098
965,58,2,178.29,2025-10-20 19:07:37.462098
966,106,2,497.99,2025-08-22 19:07:37.462138
966,494,7,37.1,2025-08-22 19:07:37.462138
967,154,7,185.31,2025-08-12 19:07:37.462172
967,7,5,120.22,2025-08-12 19:07:37.462172
968,46,2,132.68,2025-08-26 19:07:37.462205
969,153,8,64.71,2025-10-04 19:07:37.462239
970,74,1,482.8,2025-10-09 19:07:37.462273
970,102,9,424.34,2025-10-09 19:07:37.462273
970,176,8,147.87,2025-10-09 19:07:37.462273
970,499,4,219.84,2025-10-09 19:07:37.462273
971,355,6,369.52,2025-09-06 19:07:37.462306
971,478,9,70.21,2025-09-06 19:07:37.462306
971,319,8,116.64,2025-09-06 19:07:37.462306
972,128,4,308.64,2025-09-23 19:07:37.462339
972,463,2,393.0,2025-09-23 19:07:37.462339
972,13,8,470.05,2025-09-23 19:07:37.462339
973,270,6,25.84,2025-09-16 19:07:37.462372
973,318,8,305.62,2025-09-16 19:07:37.462372
973,89,1,18.12,2025-09-16 19:07:37.462372
973,217,2,388.89,2025-09-16 19:07:37.462372
974,32,1,431.06,2025-08-20 19:07:37.462408
974,32,8,431.06,2025-08-20 19:07:37.462408
975,347,4,122.58,2025-10-13 19:07:37.462441
975,216,7,23.09,2025-10-13 19:07:37.462441
975,285,2,29.15,2025-10-13 19:07:37.462441
975,405,4,300.54,2025-10-13 19:07:37.462441
976,67,1,425.09,2025-08-14 19:07:37.462475
976,357,8,106.89,2025-08-14 19:07:37.462475
976,428,9,338.78,2025-08-14 19:07:37.462475
976,279,1,81.18,2025-08-14 19:07:37.462475
977,399,1,335.44,2025-08-31 19:07:37.462508
978,209,4,61.56,2025-09-22 19:07:37.462541
978,186,9,161.52,2025-09-22 19:07:37.462541
979,260,4,43.09,2025-08-20 19:07:37.462574
979,135,9,106.5,2025-08-20 19:07:37.462574
979,471,1,172.44,2025-08-20 19:07:37.462574
979,289,4,368.29,2025-08-20 19:07:37.462574
980,321,6,487.48,2025-10-16 19:07:37.462607
980,106,2,497.99,2025-10-16 19:07:37.462607
980,475,5,114.43,2025-10-16 19:07:37.462607
980,88,3,343.56,2025-10-16 19:07:37.462607
981,153,7,64.71,2025-10-18 19:07:37.462640
981,137,1,182.29,2025-10-18 19:07:37.462640
981,149,3,80.19,2025-10-18 19:07:37.462640
981,452,4,165.71,2025-10-18 19:07:37.462640
982,476,7,281.12,2025-09-17 19:07:37.462673
982,26,8,240.31,2025-09-17 19:07:37.462673
982,491,5,209.25,2025-09-17 19:07:37.462673
983,125,7,493.17,2025-08-19 19:07:37.462717
984,435,3,255.52,2025-10-30 19:07:37.462751
984,76,4,364.42,2025-10-30 19:07:37.462751
984,214,5,487.89,2025-10-30 19:07:37.462751
985,158,5,270.61,2025-09-05 19:07:37.462784
985,75,5,101.22,2025-09-05 19:07:37.462784
985,304,2,411.65,2025-09-05 19:07:37.462784
985,108,5,419.3,2025-09-05 19:07:37.462784
986,319,7,116.64,2025-08-16 19:07:37.462817
986,290,6,126.42,2025-08-16 19:07:37.462817
986,87,5,314.8,2025-08-16 19:07:37.462817
986,25,4,356.78,2025-08-16 19:07:37.462817
987,478,1,70.21,2025-09-01 19:07:37.462850
987,334,8,25.17,2025-09-01 19:07:37.462850
988,392,7,96.37,2025-09-18 19:07:37.462884
988,472,2,189.22,2025-09-18 19:07:37.462884
988,35,9,204.9,2025-09-18 19:07:37.462884
989,160,8,345.15,2025-09-21 19:07:37.462918
990,7,5,120.22,2025-08-14 19:07:37.462965
990,356,6,422.86,2025-08-14 19:07:37.462965
990,332,1,408.34,2025-08-14 19:07:37.462965
990,125,5,493.17,2025-08-14 19:07:37.462965
991,52,4,486.96,2025-10-26 19:07:37.463002
991,103,9,340.0,2025-10-26 19:07:37.463002
992,187,8,228.71,2025-08-15 19:07:37.463036
992,117,6,115.68,2025-08-15 19:07:37.463036
992,466,3,385.77,2025-08-15 19:07:37.463036
992,53,2,327.72,2025-08-15 19:07:37.463036
993,68,6,150.33,2025-09-17 19:07:37.463070
993,389,4,292.56,2025-09-17 19:07:37.463070
993,413,2,99.21,2025-09-17 19:07:37.463070
994,347,5,122.58,2025-10-04 19:07:37.463103
994,421,7,306.2,2025-10-04 19:07:37.463103
994,33,4,244.99,2025-10-04 19:07:37.463103
994,187,5,228.71,2025-10-04 19:07:37.463103
995,428,8,338.78,2025-08-21 19:07:37.463147
995,177,5,298.97,2025-08-21 19:07:37.463147
995,330,1,468.43,2025-08-21 19:07:37.463147
995,369,2,459.75,2025-08-21 19:07:37.463147
996,95,9,134.04,2025-09-12 19:07:37.463181
996,132,3,42.3,2025-09-12 19:07:37.463181
997,145,2,475.01,2025-09-27 19:07:37.463214
997,198,9,361.42,2025-09-27 19:07:37.463214
997,325,4,282.03,2025-09-27 19:07:37.463214
998,85,9,176.42,2025-10-19 19:07:37.463247
999,253,7,128.59,2025-09-12 19:07:37.463281
999,72,4,23.49,2025-09-12 19:07:37.463281
999,283,8,167.88,2025-09-12 19:07:37.463281
999,246,5,57.77,2025-09-12 19:07:37.463281
1000,412,7,298.44,2025-10-13 19:07:37.463314
1001,259,5,300.15,2025-10-07 19:07:37.463348
1001,457,7,308.9,2025-10-07 19:07:37.463348
1002,4,7,362.39,2025-10-14 19:07:37.463381
1002,133,2,498.34,2025-10-14 19:07:37.463381
1002,13,6,470.05,2025-10-14 19:07:37.463381
1002,240,7,28.25,2025-10-14 19:07:37.463381
1003,6,8,264.76,2025-09-01 19:07:37.463414
1003,320,7,158.63,2025-09-01 19:07:37.463414
1003,434,6,77.46,2025-09-01 19:07:37.463414
1003,409,6,203.59,2025-09-01 19:07:37.463414
1004,423,3,48.38,2025-10-12 19:07:37.463448
1004,389,1,292.56,2025-10-12 19:07:37.463448
1004,399,3,335.44,2025-10-12 19:07:37.463448
1004,168,9,168.52,2025-10-12 19:07:37.463448
1005,239,2,419.86,2025-08-26 19:07:37.463481
1006,69,3,45.39,2025-09-19 19:07:37.463515
1006,77,1,202.42,2025-09-19 19:07:37.463515
1006,406,2,363.64,2025-09-19 19:07:37.463515
1006,48,9,482.88,2025-09-19 19:07:37.463515
1007,235,9,290.38,2025-09-30 19:07:37.463548
1008,407,2,56.53,2025-09-02 19:07:37.463581
1008,398,6,141.03,2025-09-02 19:07:37.463581
1008,40,2,317.99,2025-09-02 19:07:37.463581
1008,16,5,74.76,2025-09-02 19:07:37.463581
1009,492,6,311.7,2025-10-12 19:07:37.463614
1010,14,2,166.64,2025-09-28 19:07:37.463648
1010,480,6,380.3,2025-09-28 19:07:37.463648
1010,195,2,439.0,2025-09-28 19:07:37.463648
1011,161,8,268.65,2025-10-15 19:07:37.463691
1011,385,5,8.74,2025-10-15 19:07:37.463691
1011,155,6,50.68,2025-10-15 19:07:37.463691
1012,27,3,208.14,2025-08-16 19:07:37.463726
1012,30,7,97.35,2025-08-16 19:07:37.463726
1012,194,7,21.6,2025-08-16 19:07:37.463726
1012,290,5,126.42,2025-08-16 19:07:37.463726
1013,352,3,442.44,2025-10-02 19:07:37.463759
1013,430,4,204.48,2025-10-02 19:07:37.463759
1013,337,3,171.76,2025-10-02 19:07:37.463759
1014,74,5,482.8,2025-08-13 19:07:37.463794
1015,367,8,343.21,2025-08-20 19:07:37.463828
1015,274,3,495.63,2025-08-20 19:07:37.463828
1015,359,4,65.44,2025-08-20 19:07:37.463828
1016,302,7,486.88,2025-09-06 19:07:37.463861
1017,331,1,355.98,2025-09-20 19:07:37.463900
1017,484,6,330.49,2025-09-20 19:07:37.463900
1018,26,6,240.31,2025-09-22 19:07:37.463934
1018,453,3,199.23,2025-09-22 19:07:37.463934
1019,483,9,495.95,2025-10-27 19:07:37.463968
1019,115,3,63.18,2025-10-27 19:07:37.463968
1020,402,3,93.33,2025-10-03 19:07:37.464010
1021,376,6,7.85,2025-09-07 19:07:37.464047
1021,391,1,66.0,2025-09-07 19:07:37.464047
1022,338,6,279.9,2025-10-03 19:07:37.464081
1022,115,7,63.18,2025-10-03 19:07:37.464081
1023,265,3,39.66,2025-09-11 19:07:37.464114
1023,151,4,260.04,2025-09-11 19:07:37.464114
1023,88,2,343.56,2025-09-11 19:07:37.464114
1024,329,8,476.02,2025-09-05 19:07:37.464153
1024,182,1,106.48,2025-09-05 19:07:37.464153
1024,391,1,66.0,2025-09-05 19:07:37.464153
1024,119,2,459.96,2025-09-05 19:07:37.464153
1025,258,3,230.3,2025-11-01 19:07:37.464187
1025,92,3,453.15,2025-11-01 19:07:37.464187
1025,161,5,268.65,2025-11-01 19:07:37.464187
1025,117,5,115.68,2025-11-01 19:07:37.464187
1026,45,9,73.07,2025-10-18 19:07:37.464220
1026,486,6,392.98,2025-10-18 19:07:37.464220
1027,234,7,347.15,2025-09-25 19:07:37.464253
1027,35,2,204.9,2025-09-25 19:07:37.464253
1027,437,3,438.67,2025-09-25 19:07:37.464253
1028,25,1,356.78,2025-08-07 19:07:37.464287
1029,474,5,424.02,2025-08-10 19:07:37.464320
1029,18,2,103.43,2025-08-10 19:07:37.464320
1029,257,8,62.06,2025-08-10 19:07:37.464320
1029,450,3,479.99,2025-08-10 19:07:37.464320
1030,444,2,265.89,2025-10-08 19:07:37.464353
1030,292,1,98.66,2025-10-08 19:07:37.464353
1030,499,5,219.84,2025-10-08 19:07:37.464353
1031,257,4,62.06,2025-10-22 19:07:37.464387
1031,54,4,122.44,2025-10-22 19:07:37.464387
1032,414,7,184.66,2025-08-20 19:07:37.464420
1032,150,9,95.03,2025-08-20 19:07:37.464420
1032,178,8,495.03,2025-08-20 19:07:37.464420
1033,219,4,139.02,2025-09-17 19:07:37.464454
1033,374,6,221.9,2025-09-17 19:07:37.464454
1033,21,1,188.56,2025-09-17 19:07:37.464454
1033,403,7,275.62,2025-09-17 19:07:37.464454
1034,466,3,385.77,2025-08-24 19:07:37.464487
1034,500,5,368.14,2025-08-24 19:07:37.464487
1034,83,5,50.44,2025-08-24 19:07:37.464487
1034,152,8,175.82,2025-08-24 19:07:37.464487
1035,418,6,463.95,2025-10-10 19:07:37.464520
1035,68,9,150.33,2025-10-10 19:07:37.464520
1036,66,8,495.08,2025-10-08 19:07:37.464553
1036,225,6,48.03,2025-10-08 19:07:37.464553
1037,123,1,230.55,2025-09-21 19:07:37.464586
1037,482,3,281.23,2025-09-21 19:07:37.464586
1037,393,5,459.29,2025-09-21 19:07:37.464586
1038,394,2,189.89,2025-08-28 19:07:37.464620
1038,58,5,178.29,2025-08-28 19:07:37.464620
1039,449,3,165.13,2025-10-07 19:07:37.464653
1040,345,1,195.0,2025-08-29 19:07:37.464696
1041,17,9,214.58,2025-09-04 19:07:37.464730
1041,160,6,345.15,2025-09-04 19:07:37.464730
1041,113,8,281.41,2025-09-04 19:07:37.464730
1041,21,7,188.56,2025-09-04 19:07:37.464730
1042,111,7,190.26,2025-08-11 19:07:37.464763
1042,246,8,57.77,2025-08-11 19:07:37.464763
1042,457,2,308.9,2025-08-11 19:07:37.464763
1043,47,2,279.82,2025-10-24 19:07:37.464797
1043,342,2,176.24,2025-10-24 19:07:37.464797
1043,10,6,343.7,2025-10-24 19:07:37.464797
1044,289,7,368.29,2025-09-24 19:07:37.464830
1044,131,4,419.97,2025-09-24 19:07:37.464830
1045,272,6,394.24,2025-09-22 19:07:37.464863
1046,244,9,138.61,2025-08-15 19:07:37.464897
1047,486,2,392.98,2025-08-11 19:07:37.464930
1047,38,7,267.81,2025-08-11 19:07:37.464930
1048,319,8,116.64,2025-09-23 19:07:37.464963
1048,48,9,482.88,2025-09-23 19:07:37.464963
1048,474,3,424.02,2025-09-23 19:07:37.464963
1048,218,7,95.05,2025-09-23 19:07:37.464963
1049,129,8,86.59,2025-10-02 19:07:37.464996
1049,383,4,240.96,2025-10-02 19:07:37.464996
1049,85,6,176.42,2025-10-02 19:07:37.464996
1050,437,5,438.67,2025-10-22 19:07:37.465029
1050,49,3,143.04,2025-10-22 19:07:37.465029
1050,275,1,64.57,2025-10-22 19:07:37.465029
1051,343,1,259.43,2025-08-19 19:07:37.465063
1052,180,9,239.22,2025-10-24 19:07:37.465097
1052,151,5,260.04,2025-10-24 19:07:37.465097
1052,327,9,43.9,2025-10-24 19:07:37.465097
1053,134,1,379.76,2025-09-16 19:07:37.465134
1053,22,1,297.69,2025-09-16 19:07:37.465134
1054,204,4,327.43,2025-09-04 19:07:37.465169
1055,328,5,285.93,2025-09-13 19:07:37.465203
1055,415,5,292.34,2025-09-13 19:07:37.465203
1056,45,8,73.07,2025-10-07 19:07:37.465237
1056,168,1,168.52,2025-10-07 19:07:37.465237
1056,237,5,74.31,2025-10-07 19:07:37.465237
1056,156,5,460.83,2025-10-07 19:07:37.465237
1057,81,7,330.27,2025-09-07 19:07:37.465271
1057,343,9,259.43,2025-09-07 19:07:37.465271
1057,386,3,463.88,2025-09-07 19:07:37.465271
1057,116,1,293.77,2025-09-07 19:07:37.465271
1058,7,3,120.22,2025-10-05 19:07:37.465304
1058,307,3,85.99,2025-10-05 19:07:37.465304
1058,56,9,256.86,2025-10-05 19:07:37.465304
1059,61,2,457.86,2025-10-06 19:07:37.465337
1059,122,1,144.08,2025-10-06 19:07:37.465337
1060,441,6,75.41,2025-10-10 19:07:37.465370
1060,190,9,118.37,2025-10-10 19:07:37.465370
1061,338,1,279.9,2025-08-17 19:07:37.465403
1061,190,8,118.37,2025-08-17 19:07:37.465403
1062,17,8,214.58,2025-08-07 19:07:37.465436
1062,316,1,21.1,2025-08-07 19:07:37.465436
1062,296,1,133.6,2025-08-07 19:07:37.465436
1063,446,9,368.14,2025-09-06 19:07:37.465469
1064,477,9,138.32,2025-08-25 19:07:37.465502
1064,115,4,63.18,2025-08-25 19:07:37.465502
1064,373,6,59.01,2025-08-25 19:07:37.465502
1064,345,4,195.0,2025-08-25 19:07:37.465502
1065,302,6,486.88,2025-09-28 19:07:37.465536
1065,445,1,187.04,2025-09-28 19:07:37.465536
1066,456,4,250.25,2025-08-15 19:07:37.465569
1066,74,7,482.8,2025-08-15 19:07:37.465569
1067,16,9,74.76,2025-10-01 19:07:37.465602
1067,361,4,201.7,2025-10-01 19:07:37.465602
1067,413,8,99.21,2025-10-01 19:07:37.465602
1067,6,1,264.76,2025-10-01 19:07:37.465602
1068,423,1,48.38,2025-09-26 19:07:37.465635
1068,371,8,499.71,2025-09-26 19:07:37.465635
1068,447,9,71.23,2025-09-26 19:07:37.465635
1069,65,1,468.4,2025-10-18 19:07:37.465668
1069,103,5,340.0,2025-10-18 19:07:37.465668
1069,493,1,296.16,2025-10-18 19:07:37.465668
1070,278,6,91.08,2025-08-27 19:07:37.465712
1070,366,4,92.69,2025-08-27 19:07:37.465712
1070,215,7,253.59,2025-08-27 19:07:37.465712
1070,428,9,338.78,2025-08-27 19:07:37.465712
1071,209,5,61.56,2025-08-17 19:07:37.465745
1071,463,3,393.0,2025-08-17 19:07:37.465745
1071,375,4,162.01,2025-08-17 19:07:37.465745
1071,436,1,483.08,2025-08-17 19:07:37.465745
1072,10,2,343.7,2025-08-08 19:07:37.465779
1073,322,1,379.74,2025-08-24 19:07:37.465812
1073,456,6,250.25,2025-08-24 19:07:37.465812
1073,86,9,474.83,2025-08-24 19:07:37.465812
1074,95,4,134.04,2025-09-20 19:07:37.465845
1075,107,6,354.39,2025-09-10 19:07:37.465878
1075,248,1,42.59,2025-09-10 19:07:37.465878
1075,71,8,190.91,2025-09-10 19:07:37.465878
1076,75,8,101.22,2025-10-29 19:07:37.465912
1077,368,3,432.98,2025-08-08 19:07:37.465945
1077,386,3,463.88,2025-08-08 19:07:37.465945
1077,36,4,357.57,2025-08-08 19:07:37.465945
1078,476,7,281.12,2025-08-17 19:07:37.465977
1078,236,4,327.45,2025-08-17 19:07:37.465977
1079,202,6,13.96,2025-10-03 19:07:37.466010
1079,185,6,408.21,2025-10-03 19:07:37.466010
1079,110,3,45.27,2025-10-03 19:07:37.466010
1079,241,5,386.64,2025-10-03 19:07:37.466010
1080,234,3,347.15,2025-08-12 19:07:37.466043
1080,376,1,7.85,2025-08-12 19:07:37.466043
1080,219,2,139.02,2025-08-12 19:07:37.466043
1080,371,3,499.71,2025-08-12 19:07:37.466043
1081,344,5,450.85,2025-09-02 19:07:37.466077
1081,152,6,175.82,2025-09-02 19:07:37.466077
1081,383,2,240.96,2025-09-02 19:07:37.466077
1081,411,4,39.62,2025-09-02 19:07:37.466077
1082,41,4,400.18,2025-08-11 19:07:37.466110
1082,261,5,288.35,2025-08-11 19:07:37.466110
1082,378,8,122.58,2025-08-11 19:07:37.466110
1082,278,7,91.08,2025-08-11 19:07:37.466110
1083,302,5,486.88,2025-08-22 19:07:37.466148
1083,400,5,228.63,2025-08-22 19:07:37.466148
1084,23,5,194.55,2025-10-09 19:07:37.466182
1084,407,2,56.53,2025-10-09 19:07:37.466182
1084,25,8,356.78,2025-10-09 19:07:37.466182
1085,405,2,300.54,2025-08-29 19:07:37.466215
1085,278,8,91.08,2025-08-29 19:07:37.466215
1085,343,8,259.43,2025-08-29 19:07:37.466215
1086,320,3,158.63,2025-08-06 19:07:37.466248
1086,128,7,308.64,2025-08-06 19:07:37.466248
1086,82,5,285.19,2025-08-06 19:07:37.466248
1086,221,7,56.53,2025-08-06 19:07:37.466248
1087,52,2,486.96,2025-11-02 19:07:37.466282
1088,428,1,338.78,2025-08-20 19:07:37.466315
1088,391,3,66.0,2025-08-20 19:07:37.466315
1089,1,8,190.4,2025-09-10 19:07:37.466348
1089,231,2,434.89,2025-09-10 19:07:37.466348
1089,423,3,48.38,2025-09-10 19:07:37.466348
1089,31,9,453.88,2025-09-10 19:07:37.466348
1090,325,7,282.03,2025-10-05 19:07:37.466381
1090,211,1,295.6,2025-10-05 19:07:37.466381
1090,161,2,268.65,2025-10-05 19:07:37.466381
1090,417,5,5.61,2025-10-05 19:07:37.466381
1091,12,9,378.9,2025-10-18 19:07:37.466415
