product_id,forecast_date,predicted_sales,confidence_interval_lower,confidence_interval_upper,created_at
133,2025-12-18,24.65,20.89,26.89,2025-11-02 19:07:38.023716
133,2025-12-19,8.4,6.61,10.06,2025-11-02 19:07:38.023730
133,2025-12-20,33.44,32.16,37.98,2025-11-02 19:07:38.023741
133,2025-12-21,8.8,5.41,13.52,2025-11-02 19:07:38.023752
133,2025-12-22,7.81,5.28,10.12,2025-11-02 19:07:38.023763
133,2025-12-23,20.49,17.09,22.54,2025-11-02 19:07:38.023773
133,2025-12-24,6.23,1.38,10.22,2025-11-02 19:07:38.023784
133,2025-12-25,11.08,8.26,12.33,2025-11-02 19:07:38.023795
133,2025-12-26,6.25,5.06,10.28,2025-11-02 19:07:38.023806
133,2025-12-27,25.02,20.64,27.24,2025-11-02 19:07:38.023816
133,2025-12-28,39.89,38.58,43.43,2025-11-02 19:07:38.023827
133,2025-12-29,21.23,19.12,25.49,2025-11-02 19:07:38.023838
133,2025-12-30,7.34,2.54,11.48,2025-11-02 19:07:38.023848
133,2025-12-31,21.0,16.04,22.81,2025-11-02 19:07:38.023859
134,2025-11-02,23.11,18.57,28.1,2025-11-02 19:07:38.023870
134,2025-11-03,15.76,11.79,17.98,2025-11-02 19:07:38.023883
134,2025-11-04,39.49,37.99,41.84,2025-11-02 19:07:38.023894
134,2025-11-05,8.37,5.41,12.18,2025-11-02 19:07:38.023904
134,2025-11-06,22.04,18.58,25.31,2025-11-02 19:07:38.023915
134,2025-11-07,18.26,15.31,19.53,2025-11-02 19:07:38.023926
134,2025-11-08,25.7,22.86,26.81,2025-11-02 19:07:38.023939
134,2025-11-09,28.12,24.17,30.93,2025-11-02 19:07:38.023949
134,2025-11-10,34.07,30.94,38.21,2025-11-02 19:07:38.023960
134,2025-11-11,28.15,25.82,32.46,2025-11-02 19:07:38.023971
134,2025-11-12,8.04,5.89,11.41,2025-11-02 19:07:38.023981
134,2025-11-13,43.52,42.23,44.91,2025-11-02 19:07:38.023992
134,2025-11-14,17.71,15.33,22.08,2025-11-02 19:07:38.024005
134,2025-11-15,48.15,47.08,49.21,2025-11-02 19:07:38.024015
134,2025-11-16,43.92,42.37,46.27,2025-11-02 19:07:38.024026
134,2025-11-17,17.38,15.26,19.7,2025-11-02 19:07:38.024037
134,2025-11-18,20.12,16.64,23.64,2025-11-02 19:07:38.024047
134,2025-11-19,28.53,24.1,32.91,2025-11-02 19:07:38.024058
134,2025-11-20,14.77,11.6,18.91,2025-11-02 19:07:38.024069
134,2025-11-21,44.01,41.99,46.99,2025-11-02 19:07:38.024079
134,2025-11-22,28.63,24.83,30.95,2025-11-02 19:07:38.024090
134,2025-11-23,18.21,14.38,20.8,2025-11-02 19:07:38.024101
134,2025-11-24,5.18,0.43,6.78,2025-11-02 19:07:38.024112
134,2025-11-25,11.69,7.42,14.03,2025-11-02 19:07:38.024126
134,2025-11-26,19.77,16.28,21.0,2025-11-02 19:07:38.024137
134,2025-11-27,15.66,14.45,17.83,2025-11-02 19:07:38.024150
134,2025-11-28,44.15,39.51,46.38,2025-11-02 19:07:38.024161
134,2025-11-29,13.44,11.9,16.02,2025-11-02 19:07:38.024171
134,2025-11-30,42.19,37.78,43.37,2025-11-02 19:07:38.024182
134,2025-12-01,14.42,12.6,18.73,2025-11-02 19:07:38.024193
134,2025-12-02,25.53,23.06,30.36,2025-11-02 19:07:38.024204
134,2025-12-03,46.64,43.88,48.15,2025-11-02 19:07:38.024214
134,2025-12-04,12.7,11.25,16.42,2025-11-02 19:07:38.024227
134,2025-12-05,29.96,26.73,31.35,2025-11-02 19:07:38.024240
134,2025-12-06,40.7,37.56,42.06,2025-11-02 19:07:38.024267
134,2025-12-07,38.62,33.7,41.39,2025-11-02 19:07:38.024279
134,2025-12-08,10.2,8.8,11.31,2025-11-02 19:07:38.024291
134,2025-12-09,39.67,35.89,43.0,2025-11-02 19:07:38.024303
134,2025-12-10,39.45,34.46,42.06,2025-11-02 19:07:38.024315
134,2025-12-11,36.76,34.25,39.17,2025-11-02 19:07:38.024339
134,2025-12-12,43.29,39.99,44.77,2025-11-02 19:07:38.024350
134,2025-12-13,23.16,18.97,27.92,2025-11-02 19:07:38.024361
134,2025-12-14,32.65,30.07,34.66,2025-11-02 19:07:38.024372
134,2025-12-15,23.99,20.73,25.01,2025-11-02 19:07:38.024382
134,2025-12-16,17.09,13.4,20.78,2025-11-02 19:07:38.024393
134,2025-12-17,34.39,29.59,37.66,2025-11-02 19:07:38.024406
134,2025-12-18,17.14,12.89,19.7,2025-11-02 19:07:38.024416
134,2025-12-19,15.77,12.54,17.92,2025-11-02 19:07:38.024427
134,2025-12-20,22.83,19.05,27.81,2025-11-02 19:07:38.024438
134,2025-12-21,34.01,31.91,35.37,2025-11-02 19:07:38.024449
134,2025-12-22,21.29,20.21,24.15,2025-11-02 19:07:38.024459
134,2025-12-23,34.7,31.65,39.16,2025-11-02 19:07:38.024472
134,2025-12-24,27.23,24.38,29.47,2025-11-02 19:07:38.024483
134,2025-12-25,42.69,38.08,47.6,2025-11-02 19:07:38.024494
134,2025-12-26,49.15,44.23,53.0,2025-11-02 19:07:38.024504
134,2025-12-27,30.32,28.63,34.39,2025-11-02 19:07:38.024515
134,2025-12-28,38.07,33.7,40.92,2025-11-02 19:07:38.024526
134,2025-12-29,45.16,41.28,46.84,2025-11-02 19:07:38.024537
134,2025-12-30,14.31,10.05,17.01,2025-11-02 19:07:38.024547
134,2025-12-31,16.21,13.52,17.85,2025-11-02 19:07:38.024558
135,2025-11-02,45.13,43.84,47.54,2025-11-02 19:07:38.024569
135,2025-11-03,30.06,25.57,34.19,2025-11-02 19:07:38.024580
135,2025-11-04,6.01,1.71,9.56,2025-11-02 19:07:38.024591
135,2025-11-05,11.0,7.53,15.27,2025-11-02 19:07:38.024602
135,2025-11-06,32.1,27.1,35.12,2025-11-02 19:07:38.024614
135,2025-11-07,35.29,34.01,39.54,2025-11-02 19:07:38.024627
135,2025-11-08,33.08,29.84,36.92,2025-11-02 19:07:38.024638
135,2025-11-09,30.22,26.16,33.56,2025-11-02 19:07:38.024649
135,2025-11-10,28.4,26.86,31.29,2025-11-02 19:07:38.024659
135,2025-11-11,29.22,25.72,32.04,2025-11-02 19:07:38.024670
135,2025-11-12,11.6,10.0,15.48,2025-11-02 19:07:38.024681
135,2025-11-13,34.77,32.73,37.55,2025-11-02 19:07:38.024691
135,2025-11-14,18.81,17.09,21.12,2025-11-02 19:07:38.024702
135,2025-11-15,16.82,15.49,19.84,2025-11-02 19:07:38.024718
135,2025-11-16,25.29,21.43,28.77,2025-11-02 19:07:38.024729
135,2025-11-17,20.45,17.47,23.6,2025-11-02 19:07:38.024740
135,2025-11-18,46.29,41.36,50.55,2025-11-02 19:07:38.024751
135,2025-11-19,30.29,25.58,32.01,2025-11-02 19:07:38.024761
135,2025-11-20,36.34,33.5,37.92,2025-11-02 19:07:38.024772
135,2025-11-21,8.38,5.46,10.34,2025-11-02 19:07:38.024783
135,2025-11-22,16.27,13.99,20.15,2025-11-02 19:07:38.024794
135,2025-11-23,12.38,8.51,16.51,2025-11-02 19:07:38.024805
135,2025-11-24,31.75,29.76,32.96,2025-11-02 19:07:38.024815
135,2025-11-25,23.36,18.97,24.77,2025-11-02 19:07:38.024826
135,2025-11-26,38.52,35.65,43.11,2025-11-02 19:07:38.024839
135,2025-11-27,21.03,17.21,24.99,2025-11-02 19:07:38.024849
135,2025-11-28,13.94,12.31,15.31,2025-11-02 19:07:38.024860
135,2025-11-29,36.57,33.38,37.92,2025-11-02 19:07:38.024871
135,2025-11-30,18.88,17.31,20.25,2025-11-02 19:07:38.024881
135,2025-12-01,18.44,17.06,20.49,2025-11-02 19:07:38.024892
135,2025-12-02,29.87,26.63,31.54,2025-11-02 19:07:38.024903
135,2025-12-03,13.6,9.18,15.26,2025-11-02 19:07:38.024914
135,2025-12-04,7.06,5.08,10.36,2025-11-02 19:07:38.024924
135,2025-12-05,5.33,0.39,7.25,2025-11-02 19:07:38.024935
135,2025-12-06,15.72,11.76,17.71,2025-11-02 19:07:38.024946
135,2025-12-07,22.83,19.65,23.91,2025-11-02 19:07:38.024957
135,2025-12-08,42.68,39.63,44.93,2025-11-02 19:07:38.024969
135,2025-12-09,22.99,21.77,26.86,2025-11-02 19:07:38.024982
135,2025-12-10,29.28,24.62,32.13,2025-11-02 19:07:38.024993
135,2025-12-11,42.28,40.52,43.5,2025-11-02 19:07:38.025004
135,2025-12-12,47.68,45.65,52.01,2025-11-02 19:07:38.025014
135,2025-12-13,16.58,14.96,20.51,2025-11-02 19:07:38.025025
135,2025-12-14,40.03,35.65,44.49,2025-11-02 19:07:38.025036
135,2025-12-15,26.74,24.14,30.74,2025-11-02 19:07:38.025049
135,2025-12-16,30.62,25.76,33.13,2025-11-02 19:07:38.025059
135,2025-12-17,6.93,3.57,9.34,2025-11-02 19:07:38.025070
135,2025-12-18,20.42,17.16,25.11,2025-11-02 19:07:38.025081
135,2025-12-19,17.01,14.49,21.58,2025-11-02 19:07:38.025092
135,2025-12-20,45.28,43.35,49.11,2025-11-02 19:07:38.025102
135,2025-12-21,23.7,18.96,27.63,2025-11-02 19:07:38.025113
135,2025-12-22,27.25,22.98,32.24,2025-11-02 19:07:38.025130
135,2025-12-23,25.12,22.62,28.55,2025-11-02 19:07:38.025141
135,2025-12-24,35.74,31.92,38.63,2025-11-02 19:07:38.025151
135,2025-12-25,19.95,15.67,24.79,2025-11-02 19:07:38.025162
135,2025-12-26,43.88,40.15,46.32,2025-11-02 19:07:38.025173
135,2025-12-27,33.01,31.61,36.15,2025-11-02 19:07:38.025185
135,2025-12-28,40.15,38.15,43.16,2025-11-02 19:07:38.025196
135,2025-12-29,8.3,3.94,10.7,2025-11-02 19:07:38.025207
135,2025-12-30,31.2,28.69,34.59,2025-11-02 19:07:38.025218
135,2025-12-31,38.49,36.18,41.57,2025-11-02 19:07:38.025229
136,2025-11-02,40.77,37.02,42.0,2025-11-02 19:07:38.025240
136,2025-11-03,30.59,28.09,34.43,2025-11-02 19:07:38.025250
136,2025-11-04,5.75,3.43,7.1,2025-11-02 19:07:38.025261
136,2025-11-05,46.42,41.92,51.29,2025-11-02 19:07:38.025275
136,2025-11-06,33.96,29.73,37.4,2025-11-02 19:07:38.025285
136,2025-11-07,27.14,22.81,31.25,2025-11-02 19:07:38.025296
136,2025-11-08,38.0,33.42,42.71,2025-11-02 19:07:38.025307
136,2025-11-09,25.04,22.91,28.09,2025-11-02 19:07:38.025318
136,2025-11-10,9.19,4.44,14.12,2025-11-02 19:07:38.025331
136,2025-11-11,34.37,30.39,36.67,2025-11-02 19:07:38.025342
136,2025-11-12,43.98,39.38,45.29,2025-11-02 19:07:38.025352
136,2025-11-13,10.91,8.87,14.73,2025-11-02 19:07:38.025363
136,2025-11-14,13.25,11.37,15.78,2025-11-02 19:07:38.025374
136,2025-11-15,32.52,27.62,36.66,2025-11-02 19:07:38.025385
136,2025-11-16,30.12,28.93,33.19,2025-11-02 19:07:38.025395
136,2025-11-17,14.18,11.98,16.19,2025-11-02 19:07:38.025406
136,2025-11-18,20.64,19.39,23.94,2025-11-02 19:07:38.025417
136,2025-11-19,7.06,3.42,10.98,2025-11-02 19:07:38.025428
136,2025-11-20,26.87,22.75,31.74,2025-11-02 19:07:38.025438
136,2025-11-21,20.3,16.83,22.6,2025-11-02 19:07:38.025449
136,2025-11-22,24.95,23.87,26.25,2025-11-02 19:07:38.025460
136,2025-11-23,40.89,39.33,44.69,2025-11-02 19:07:38.025470
136,2025-11-24,36.9,31.91,40.68,2025-11-02 19:07:38.025483
136,2025-11-25,10.79,7.29,13.89,2025-11-02 19:07:38.025494
136,2025-11-26,46.28,42.52,49.36,2025-11-02 19:07:38.025505
136,2025-11-27,33.09,30.32,36.12,2025-11-02 19:07:38.025515
136,2025-11-28,37.51,36.19,40.97,2025-11-02 19:07:38.025526
136,2025-11-29,8.97,4.55,13.74,2025-11-02 19:07:38.025537
136,2025-11-30,40.11,36.24,44.88,2025-11-02 19:07:38.025548
136,2025-12-01,14.83,12.92,17.76,2025-11-02 19:07:38.025558
136,2025-12-02,5.34,0.48,6.46,2025-11-02 19:07:38.025569
136,2025-12-03,31.83,29.41,33.24,2025-11-02 19:07:38.025580
136,2025-12-04,6.11,4.06,7.53,2025-11-02 19:07:38.025591
136,2025-12-05,47.31,45.34,48.69,2025-11-02 19:07:38.025601
136,2025-12-06,39.64,36.98,44.01,2025-11-02 19:07:38.025612
136,2025-12-07,42.73,37.76,46.94,2025-11-02 19:07:38.025623
136,2025-12-08,14.64,11.29,17.74,2025-11-02 19:07:38.025633
136,2025-12-09,27.87,25.68,29.71,2025-11-02 19:07:38.025644
136,2025-12-10,37.26,35.85,38.46,2025-11-02 19:07:38.025655
136,2025-12-11,22.16,18.18,26.63,2025-11-02 19:07:38.025666
136,2025-12-12,29.31,24.95,30.41,2025-11-02 19:07:38.025684
136,2025-12-13,25.49,23.96,28.82,2025-11-02 19:07:38.025695
136,2025-12-14,46.44,45.42,50.12,2025-11-02 19:07:38.025707
136,2025-12-15,40.66,36.68,41.73,2025-11-02 19:07:38.025718
136,2025-12-16,12.82,11.45,14.17,2025-11-02 19:07:38.025729
136,2025-12-17,37.86,35.16,41.76,2025-11-02 19:07:38.025740
136,2025-12-18,21.23,19.77,25.11,2025-11-02 19:07:38.025751
136,2025-12-19,33.17,31.72,37.87,2025-11-02 19:07:38.025761
136,2025-12-20,18.9,15.28,20.03,2025-11-02 19:07:38.025772
136,2025-12-21,24.94,20.08,29.48,2025-11-02 19:07:38.025783
136,2025-12-22,14.96,10.44,17.13,2025-11-02 19:07:38.025794
136,2025-12-23,43.35,39.43,45.76,2025-11-02 19:07:38.025804
136,2025-12-24,45.99,43.04,48.26,2025-11-02 19:07:38.025815
136,2025-12-25,17.59,12.83,21.62,2025-11-02 19:07:38.025826
136,2025-12-26,20.75,18.73,22.59,2025-11-02 19:07:38.025836
136,2025-12-27,16.0,14.56,18.94,2025-11-02 19:07:38.025847
136,2025-12-28,6.85,5.8,10.32,2025-11-02 19:07:38.025858
136,2025-12-29,8.98,4.6,10.41,2025-11-02 19:07:38.025869
136,2025-12-30,29.42,25.72,31.34,2025-11-02 19:07:38.025880
136,2025-12-31,44.97,42.05,47.23,2025-11-02 19:07:38.025892
137,2025-11-02,45.55,41.12,49.39,2025-11-02 19:07:38.025903
137,2025-11-03,18.07,15.51,21.83,2025-11-02 19:07:38.025916
137,2025-11-04,13.34,10.36,17.29,2025-11-02 19:07:38.025927
137,2025-11-05,34.6,30.72,39.16,2025-11-02 19:07:38.025940
137,2025-11-06,48.57,45.74,49.81,2025-11-02 19:07:38.025951
137,2025-11-07,42.55,41.07,44.42,2025-11-02 19:07:38.025962
137,2025-11-08,34.39,30.41,38.17,2025-11-02 19:07:38.025973
137,2025-11-09,24.73,20.06,29.06,2025-11-02 19:07:38.025983
137,2025-11-10,34.87,32.1,37.72,2025-11-02 19:07:38.025994
137,2025-11-11,12.92,8.8,17.38,2025-11-02 19:07:38.026005
137,2025-11-12,42.23,39.04,46.58,2025-11-02 19:07:38.026016
137,2025-11-13,40.57,36.24,45.5,2025-11-02 19:07:38.026026
137,2025-11-14,41.45,39.37,45.73,2025-11-02 19:07:38.026039
137,2025-11-15,21.9,18.84,26.09,2025-11-02 19:07:38.026050
137,2025-11-16,19.25,18.15,23.12,2025-11-02 19:07:38.026060
137,2025-11-17,45.6,40.89,49.79,2025-11-02 19:07:38.026071
137,2025-11-18,47.08,42.8,48.2,2025-11-02 19:07:38.026082
137,2025-11-19,20.73,18.39,22.61,2025-11-02 19:07:38.026092
137,2025-11-20,40.91,37.83,45.25,2025-11-02 19:07:38.026104
137,2025-11-21,32.06,28.7,34.6,2025-11-02 19:07:38.026119
137,2025-11-22,40.53,36.8,42.89,2025-11-02 19:07:38.026130
137,2025-11-23,49.71,46.86,51.98,2025-11-02 19:07:38.026143
137,2025-11-24,35.95,34.06,40.27,2025-11-02 19:07:38.026154
137,2025-11-25,35.62,31.14,37.93,2025-11-02 19:07:38.026164
137,2025-11-26,43.45,40.45,44.69,2025-11-02 19:07:38.026175
137,2025-11-27,13.74,11.87,17.81,2025-11-02 19:07:38.026185
137,2025-11-28,14.14,10.89,17.75,2025-11-02 19:07:38.026196
137,2025-11-29,39.82,35.69,43.69,2025-11-02 19:07:38.026206
137,2025-11-30,14.59,11.42,16.75,2025-11-02 19:07:38.026217
137,2025-12-01,39.88,35.89,41.8,2025-11-02 19:07:38.026228
137,2025-12-02,33.86,32.63,37.93,2025-11-02 19:07:38.026238
137,2025-12-03,40.11,37.72,44.33,2025-11-02 19:07:38.026249
137,2025-12-04,43.62,41.86,46.03,2025-11-02 19:07:38.026259
137,2025-12-05,16.75,14.25,19.54,2025-11-02 19:07:38.026270
137,2025-12-06,27.95,26.81,29.17,2025-11-02 19:07:38.026281
137,2025-12-07,34.49,31.71,35.84,2025-11-02 19:07:38.026291
137,2025-12-08,22.38,19.48,25.92,2025-11-02 19:07:38.026302
137,2025-12-09,10.32,5.35,13.22,2025-11-02 19:07:38.026312
137,2025-12-10,35.64,31.0,36.76,2025-11-02 19:07:38.026323
137,2025-12-11,32.06,28.9,33.29,2025-11-02 19:07:38.026334
137,2025-12-12,36.19,34.3,39.99,2025-11-02 19:07:38.026346
137,2025-12-13,21.32,17.24,26.09,2025-11-02 19:07:38.026357
137,2025-12-14,43.72,40.79,45.62,2025-11-02 19:07:38.026368
137,2025-12-15,49.66,46.02,52.24,2025-11-02 19:07:38.026378
137,2025-12-16,26.67,25.16,29.69,2025-11-02 19:07:38.026391
137,2025-12-17,12.79,10.33,15.76,2025-11-02 19:07:38.026402
137,2025-12-18,47.65,44.15,50.14,2025-11-02 19:07:38.026412
137,2025-12-19,10.09,6.1,12.96,2025-11-02 19:07:38.026423
137,2025-12-20,8.07,4.44,10.47,2025-11-02 19:07:38.026434
137,2025-12-21,23.18,18.82,24.72,2025-11-02 19:07:38.026445
137,2025-12-22,20.32,17.86,21.33,2025-11-02 19:07:38.026455
137,2025-12-23,43.04,38.7,46.69,2025-11-02 19:07:38.026466
137,2025-12-24,45.45,43.36,47.33,2025-11-02 19:07:38.026477
137,2025-12-25,8.08,4.72,11.07,2025-11-02 19:07:38.026488
137,2025-12-26,41.47,38.54,43.28,2025-11-02 19:07:38.026499
137,2025-12-27,41.43,38.61,46.26,2025-11-02 19:07:38.026509
137,2025-12-28,29.05,27.58,33.46,2025-11-02 19:07:38.026520
137,2025-12-29,44.53,41.75,45.63,2025-11-02 19:07:38.026531
137,2025-12-30,6.34,3.93,10.2,2025-11-02 19:07:38.026541
137,2025-12-31,19.9,18.87,24.29,2025-11-02 19:07:38.026552
138,2025-11-02,48.59,46.21,49.89,2025-11-02 19:07:38.026566
138,2025-11-03,18.11,13.92,21.28,2025-11-02 19:07:38.026576
138,2025-11-04,22.28,19.94,23.74,2025-11-02 19:07:38.026589
138,2025-11-05,20.28,17.4,23.97,2025-11-02 19:07:38.026600
138,2025-11-06,16.79,12.2,19.73,2025-11-02 19:07:38.026611
138,2025-11-07,23.23,19.86,24.9,2025-11-02 19:07:38.026621
138,2025-11-08,9.8,7.41,10.96,2025-11-02 19:07:38.026632
138,2025-11-09,21.99,18.31,26.24,2025-11-02 19:07:38.026643
138,2025-11-10,31.09,27.32,35.42,2025-11-02 19:07:38.026653
138,2025-11-11,39.79,37.51,43.08,2025-11-02 19:07:38.026664
138,2025-11-12,16.92,13.61,19.62,2025-11-02 19:07:38.026681
138,2025-11-13,21.78,20.04,25.02,2025-11-02 19:07:38.026692
138,2025-11-14,37.82,34.53,39.1,2025-11-02 19:07:38.026703
138,2025-11-15,46.59,45.57,51.13,2025-11-02 19:07:38.026714
138,2025-11-16,39.47,38.09,41.42,2025-11-02 19:07:38.026724
138,2025-11-17,20.7,16.06,25.62,2025-11-02 19:07:38.026735
138,2025-11-18,8.92,6.33,10.52,2025-11-02 19:07:38.026748
138,2025-11-19,17.53,12.61,22.47,2025-11-02 19:07:38.026759
138,2025-11-20,26.25,24.51,29.43,2025-11-02 19:07:38.026769
138,2025-11-21,19.43,14.72,23.7,2025-11-02 19:07:38.026783
138,2025-11-22,18.9,17.82,23.89,2025-11-02 19:07:38.026794
138,2025-11-23,35.75,33.05,37.9,2025-11-02 19:07:38.026805
138,2025-11-24,5.2,3.58,6.22,2025-11-02 19:07:38.026816
138,2025-11-25,31.89,28.24,35.96,2025-11-02 19:07:38.026826
138,2025-11-26,13.41,12.03,17.02,2025-11-02 19:07:38.026837
138,2025-11-27,27.5,22.99,30.63,2025-11-02 19:07:38.026848
138,2025-11-28,25.02,22.06,29.15,2025-11-02 19:07:38.026859
138,2025-11-29,5.82,1.15,9.68,2025-11-02 19:07:38.026871
138,2025-11-30,44.84,40.0,46.74,2025-11-02 19:07:38.026882
138,2025-12-01,31.03,28.08,34.18,2025-11-02 19:07:38.026893
138,2025-12-02,7.13,2.47,11.95,2025-11-02 19:07:38.026904
138,2025-12-03,35.83,33.8,39.98,2025-11-02 19:07:38.026915
138,2025-12-04,37.89,34.59,39.57,2025-11-02 19:07:38.026926
138,2025-12-05,14.05,10.7,15.57,2025-11-02 19:07:38.026936
138,2025-12-06,37.58,35.73,42.22,2025-11-02 19:07:38.026947
138,2025-12-07,45.49,43.31,46.82,2025-11-02 19:07:38.026958
138,2025-12-08,32.51,29.72,34.09,2025-11-02 19:07:38.026969
138,2025-12-09,28.92,23.95,30.19,2025-11-02 19:07:38.026980
138,2025-12-10,16.88,13.72,21.05,2025-11-02 19:07:38.026990
138,2025-12-11,5.84,1.91,7.4,2025-11-02 19:07:38.027004
138,2025-12-12,42.38,38.61,45.21,2025-11-02 19:07:38.027015
138,2025-12-13,41.97,38.04,46.01,2025-11-02 19:07:38.027025
138,2025-12-14,18.05,14.58,19.62,2025-11-02 19:07:38.027036
138,2025-12-15,41.94,38.83,46.24,2025-11-02 19:07:38.027047
138,2025-12-16,14.5,12.98,18.26,2025-11-02 19:07:38.027057
138,2025-12-17,7.63,5.65,12.26,2025-11-02 19:07:38.027068
138,2025-12-18,10.97,8.47,15.76,2025-11-02 19:07:38.027079
138,2025-12-19,5.9,3.12,10.05,2025-11-02 19:07:38.027090
138,2025-12-20,45.9,41.96,50.46,2025-11-02 19:07:38.027103
138,2025-12-21,6.55,5.15,10.5,2025-11-02 19:07:38.027114
138,2025-12-22,38.9,35.48,42.82,2025-11-02 19:07:38.027128
138,2025-12-23,43.61,40.43,48.4,2025-11-02 19:07:38.027139
138,2025-12-24,36.24,33.35,38.93,2025-11-02 19:07:38.027150
138,2025-12-25,38.76,35.24,43.03,2025-11-02 19:07:38.027161
138,2025-12-26,40.14,37.05,44.93,2025-11-02 19:07:38.027171
138,2025-12-27,36.69,34.89,40.17,2025-11-02 19:07:38.027182
138,2025-12-28,14.08,10.85,18.24,2025-11-02 19:07:38.027193
138,2025-12-29,41.56,37.96,45.7,2025-11-02 19:07:38.027204
138,2025-12-30,26.25,23.05,30.77,2025-11-02 19:07:38.027217
138,2025-12-31,27.19,24.78,31.38,2025-11-02 19:07:38.027227
139,2025-11-02,7.27,2.44,9.63,2025-11-02 19:07:38.027239
139,2025-11-03,33.33,29.59,34.88,2025-11-02 19:07:38.027249
139,2025-11-04,42.03,38.74,44.34,2025-11-02 19:07:38.027260
139,2025-11-05,43.28,39.78,47.42,2025-11-02 19:07:38.027271
139,2025-11-06,49.65,48.13,53.65,2025-11-02 19:07:38.027281
139,2025-11-07,39.1,34.6,41.73,2025-11-02 19:07:38.027292
139,2025-11-08,44.13,40.57,45.41,2025-11-02 19:07:38.027305
139,2025-11-09,6.42,3.49,10.56,2025-11-02 19:07:38.027316
139,2025-11-10,22.29,17.88,25.26,2025-11-02 19:07:38.027327
139,2025-11-11,6.18,1.29,9.14,2025-11-02 19:07:38.027337
139,2025-11-12,34.26,32.46,36.45,2025-11-02 19:07:38.027348
139,2025-11-13,26.79,22.37,28.2,2025-11-02 19:07:38.027359
139,2025-11-14,40.12,36.8,43.11,2025-11-02 19:07:38.027370
139,2025-11-15,44.45,42.97,49.41,2025-11-02 19:07:38.027380
139,2025-11-16,43.46,41.16,46.26,2025-11-02 19:07:38.027391
139,2025-11-17,6.13,3.01,9.32,2025-11-02 19:07:38.027402
139,2025-11-18,46.7,44.14,49.98,2025-11-02 19:07:38.027412
139,2025-11-19,38.33,34.89,39.95,2025-11-02 19:07:38.027423
139,2025-11-20,12.73,11.18,14.6,2025-11-02 19:07:38.027436
139,2025-11-21,19.77,15.82,21.02,2025-11-02 19:07:38.027447
139,2025-11-22,41.92,39.87,45.37,2025-11-02 19:07:38.027459
139,2025-11-23,29.87,28.26,32.02,2025-11-02 19:07:38.027470
139,2025-11-24,18.32,14.82,22.47,2025-11-02 19:07:38.027481
139,2025-11-25,49.83,48.45,54.59,2025-11-02 19:07:38.027491
139,2025-11-26,30.27,27.84,32.41,2025-11-02 19:07:38.027502
139,2025-11-27,14.41,11.18,19.19,2025-11-02 19:07:38.027513
139,2025-11-28,13.2,10.45,15.01,2025-11-02 19:07:38.027523
139,2025-11-29,12.9,8.44,14.95,2025-11-02 19:07:38.027534
139,2025-11-30,16.16,11.52,18.7,2025-11-02 19:07:38.027545
139,2025-12-01,5.39,1.51,8.46,2025-11-02 19:07:38.027556
139,2025-12-02,39.84,36.55,42.24,2025-11-02 19:07:38.027566
139,2025-12-03,8.0,3.53,9.82,2025-11-02 19:07:38.027577
139,2025-12-04,48.71,46.73,53.02,2025-11-02 19:07:38.027588
139,2025-12-05,40.49,37.64,43.1,2025-11-02 19:07:38.027599
139,2025-12-06,36.65,33.53,40.17,2025-11-02 19:07:38.027610
139,2025-12-07,26.16,22.93,27.92,2025-11-02 19:07:38.027621
139,2025-12-08,7.49,5.07,10.36,2025-11-02 19:07:38.027631
139,2025-12-09,45.77,43.12,48.51,2025-11-02 19:07:38.027644
139,2025-12-10,35.37,33.54,39.85,2025-11-02 19:07:38.027655
139,2025-12-11,24.24,19.52,26.33,2025-11-02 19:07:38.027666
139,2025-12-12,25.95,21.84,29.18,2025-11-02 19:07:38.027683
139,2025-12-13,34.76,32.63,37.07,2025-11-02 19:07:38.027694
139,2025-12-14,27.84,26.03,29.35,2025-11-02 19:07:38.027704
139,2025-12-15,42.97,38.87,47.7,2025-11-02 19:07:38.027715
139,2025-12-16,31.39,28.71,32.81,2025-11-02 19:07:38.027726
139,2025-12-17,43.27,40.45,46.52,2025-11-02 19:07:38.027737
139,2025-12-18,19.11,16.01,23.24,2025-11-02 19:07:38.027747
139,2025-12-19,37.05,32.1,40.03,2025-11-02 19:07:38.027758
139,2025-12-20,28.84,27.63,31.39,2025-11-02 19:07:38.027769
139,2025-12-21,46.49,44.09,50.56,2025-11-02 19:07:38.027779
139,2025-12-22,48.99,47.48,51.33,2025-11-02 19:07:38.027790
139,2025-12-23,26.35,24.4,27.4,2025-11-02 19:07:38.027803
139,2025-12-24,26.09,22.94,29.59,2025-11-02 19:07:38.027816
139,2025-12-25,42.22,40.21,43.47,2025-11-02 19:07:38.027827
139,2025-12-26,9.04,6.05,13.73,2025-11-02 19:07:38.027838
139,2025-12-27,49.2,47.38,50.81,2025-11-02 19:07:38.027848
139,2025-12-28,20.91,18.05,25.14,2025-11-02 19:07:38.027859
139,2025-12-29,39.86,35.17,44.29,2025-11-02 19:07:38.027872
139,2025-12-30,24.75,23.67,26.69,2025-11-02 19:07:38.027883
139,2025-12-31,32.45,29.45,34.41,2025-11-02 19:07:38.027893
140,2025-11-02,10.92,9.06,12.96,2025-11-02 19:07:38.027905
140,2025-11-03,44.03,40.19,47.24,2025-11-02 19:07:38.027915
140,2025-11-04,5.94,1.66,9.15,2025-11-02 19:07:38.027926
